CH1 PSU Output (V),CH1 PSU Output Avg (A),CH1 PSU Output Min (A),CH1 PSU Output Max (A)
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:58:41,0.0,1.3820000000000001,0.748,1.599
21:58:42,33.87,1.6158000000000001,1.583,1.715
21:58:43,33.991,1.6412,1.621,1.698
21:58:44,33.998,1.6206,1.62,1.621
21:58:45,34.001,1.6206000000000003,1.62,1.621
21:58:46,34.0,1.6206,1.62,1.621
21:58:47,34.001,1.6208000000000002,1.62,1.621
21:58:48,34.002,1.6204,1.62,1.621
21:58:49,34.002,1.6046,1.59,1.619
21:58:51,34.002,1.6554000000000002,1.62,1.686
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:58:52,33.999,1.7846,1.684,1.84
21:58:53,33.995,1.9474,1.844,2.024
21:58:54,33.991,2.1628,2.088,2.28
21:58:55,33.992,2.3779999999999997,2.287,2.416
21:58:56,33.998,2.4650000000000003,2.417,2.504
21:58:57,34.005,2.5576,2.528,2.608
21:58:58,33.994,2.6142,2.606,2.619
21:58:59,33.982,2.6198,2.619,2.62
21:59:0,33.982,2.619,2.619,2.619
21:59:1,33.982,2.6198,2.619,2.62
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:59:2,33.981,2.6152,2.6,2.621
21:59:3,33.964,2.6166,2.611,2.619
21:59:4,33.997,2.6194,2.618,2.62
21:59:5,33.995,2.6192,2.619,2.62
21:59:6,33.995,2.62,2.619,2.621
21:59:7,33.992,2.62,2.62,2.62
21:59:8,33.992,2.6196,2.619,2.62
21:59:9,CH1 PSU Output (V),CH1 PSU Output Avg (A),CH1 PSU Output Min (A),CH1 PSU Output Max (A)
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)22:0:31,0.0,2.1148,0.686,2.612
22:0:32,33.92,2.6168,2.616,2.617
22:0:33,33.986,2.6178,2.617,2.618
22:0:34,33.989,2.618,2.618,2.618
22:0:35,33.989,2.618,2.618,2.618
22:0:36,33.989,2.618,2.618,2.618
22:0:38,33.989,2.618,2.618,2.618
22:0:39,33.988,2.618,2.618,2.618
22:0:40,33.988,2.618,2.618,2.618
22:0:41,33.988,2.6182000000000003,2.618,2.619
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)22:0:42,33.988,2.6252,2.617,2.641
22:0:43,33.964,2.6194,2.618,2.621
22:0:44,33.995,2.604,2.539,2.622
22:0:45,33.981,2.6192,2.618,2.62
22:0:46,33.981,2.6192,2.619,2.62
22:0:47,33.981,2.6193999999999997,2.619,2.62
22:0:48,33.981,2.6196000000000006,2.619,2.62
22:0:49,33.982,2.6192,2.619,2.62
22:0:50,33.981,2.6198,2.619,2.62
22:0:51,33.981,2.6198,2.619,2.62
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)22:0:52,33.982,2.6242,2.62,2.636
22:0:53,33.971,2.6182,2.617,2.619
22:0:54,33.994,2.6194,2.619,2.62
22:0:55,33.993,2.6192,2.619,2.62
22:0:56,33.993,2.6198,2.619,2.62
22:0:57,33.993,2.62,2.62,2.62
22:0:58,33.991,2.62,2.62,2.62
22:0:59,33.99,2.62,2.62,2.62
22:1:0,33.991,2.62,2.62,2.62
22:1:1,33.99,2.62,2.62,2.62
