CH1 PSU Output (V),CH1 PSU Output Avg (A),CH1 PSU Output Min (A),CH1 PSU Output Max (A)
18:38:29,4.995,0.0,0.0,0.0,4.998,0.0046,0.004,0.005
18:38:33,4.994,0.0,0.0,0.0,4.998,0.0044,0.004,0.005
18:38:37,4.995,0.0,0.0,0.0,4.998,0.004,0.004,0.004
18:38:41,4.994,0.0,0.0,0.0,4.997,0.004,0.004,0.004
18:38:45,4.995,0.0,0.0,0.0,4.997,0.005,0.005,0.005
18:38:50,4.993,0.0,0.0,0.0,4.998,0.005,0.005,0.005
18:38:54,4.994,0.0,0.0,0.0,4.997,0.005,0.005,0.005
18:38:58,4.995,0.0,0.0,0.0,4.997,0.006,0.006,0.006
18:39:2,4.994,0.0,0.0,0.0,4.997,0.006,0.006,0.006
18:39:6,4.994,0.0,0.0,0.0,4.998,0.006,0.006,0.006
18:39:10,4.994,0.0,0.0,0.0,4.998,0.007000000000000001,0.007,0.007
18:39:14,4.994,0.0,0.0,0.0,4.998,0.007000000000000001,0.007,0.007
18:39:18,4.995,0.0,0.0,0.0,4.998,0.007400000000000001,0.007,0.008
18:39:22,4.993,0.0,0.0,0.0,4.998,0.008,0.008,0.008
18:39:26,4.994,0.0,0.0,0.0,4.997,0.008,0.008,0.008
18:39:30,4.995,0.0,0.0,0.0,4.998,0.009,0.009,0.009
18:39:34,4.995,0.0,0.0,0.0,4.997,0.009,0.009,0.009
18:39:38,4.995,0.0,0.0,0.0,4.997,0.0094,0.009,0.01
18:39:43,4.994,0.0,0.0,0.0,4.997,0.01,0.01,0.01
18:39:47,4.994,0.0,0.0,0.0,4.997,0.01,0.01,0.01
18:39:51,4.993,0.0,0.0,0.0,4.998,0.011,0.011,0.011
18:39:55,4.994,0.0,0.0,0.0,4.996,0.011,0.011,0.011
18:39:59,4.995,0.0,0.0,0.0,4.997,0.011,0.011,0.011
18:40:3,4.994,0.0,0.0,0.0,4.997,0.011,0.011,0.011
18:40:7,4.995,0.0,0.0,0.0,4.997,0.011,0.011,0.011
18:40:11,4.995,0.0,0.0,0.0,4.996,0.011,0.011,0.011
18:40:15,4.995,0.0,0.0,0.0,4.997,0.011,0.011,0.011
18:40:19,4.994,0.0,0.0,0.0,4.997,0.011,0.011,0.011
18:40:23,4.995,0.0,0.0,0.0,4.997,0.011,0.011,0.011
18:40:27,
