CH1 PSU Output (V),CH1 PSU Output Avg (A),CH1 PSU Output Min (A),CH1 PSU Output Max (A)
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:16:32,0.0,1.3780000000000001,0.638,1.641
21:16:33,33.948,1.6447999999999996,1.644,1.645
21:16:34,34.004,1.645,1.645,1.645
21:16:35,34.003,1.645,1.645,1.645
21:16:36,34.004,1.645,1.645,1.645
21:16:37,34.003,1.6447999999999996,1.644,1.645
21:16:38,34.004,1.6448,1.644,1.645
21:16:39,34.003,1.645,1.645,1.645
21:16:41,34.004,1.645,1.645,1.645
21:16:42,34.004,1.645,1.645,1.645
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:16:43,34.003,1.6461999999999999,1.645,1.647
21:16:44,33.995,1.6454,1.645,1.646
21:16:45,33.998,1.6454,1.645,1.646
21:16:46,33.997,1.6455999999999995,1.645,1.646
21:16:47,33.996,1.6456,1.645,1.646
21:16:48,CH1 PSU Output (V),CH1 PSU Output Avg (A),CH1 PSU Output Min (A),CH1 PSU Output Max (A)
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:17:13,0.0,1.3736,0.618,1.641
21:17:14,33.939,1.6445999999999998,1.644,1.645
21:17:15,CH1 PSU Output (V),CH1 PSU Output Avg (A),CH1 PSU Output Min (A),CH1 PSU Output Max (A)
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:18:7,0.0,1.2147999999999999,0.0,1.642
21:18:8,33.97,1.6447999999999996,1.644,1.645
21:18:9,34.003,1.645,1.645,1.645
21:18:10,34.003,1.645,1.645,1.645
21:18:11,34.003,1.645,1.645,1.645
21:18:12,34.004,1.645,1.645,1.645
21:18:13,34.003,1.645,1.645,1.645
21:18:14,34.003,1.645,1.645,1.645
21:18:15,34.003,1.6448,1.644,1.645
21:18:16,34.003,1.645,1.645,1.645
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:18:17,34.002,1.6460000000000001,1.646,1.646
21:18:18,33.996,1.6451999999999998,1.645,1.646
21:18:19,33.996,1.6454,1.645,1.646
21:18:20,33.998,1.6458,1.645,1.646
21:18:21,33.998,1.6460000000000001,1.646,1.646
21:18:22,33.998,1.6451999999999998,1.645,1.646
21:18:23,33.998,1.6458,1.645,1.646
21:18:24,33.998,1.6458,1.645,1.646
21:18:25,33.998,1.6454,1.645,1.646
21:18:26,33.997,1.6460000000000001,1.646,1.646
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:18:27,33.997,1.6463999999999999,1.646,1.647
21:18:28,33.996,1.6460000000000001,1.646,1.646
21:18:29,33.996,1.6460000000000001,1.646,1.646
21:18:30,33.998,1.6458,1.645,1.646
21:18:31,33.997,1.6456,1.645,1.646
21:18:32,33.996,1.6460000000000001,1.646,1.646
21:18:33,33.996,1.6456,1.645,1.646
21:18:34,33.996,1.6460000000000001,1.646,1.646
21:18:35,33.997,1.6460000000000001,1.646,1.646
21:18:36,
