CH1 PSU Output (V),CH1 PSU Output Avg (A),CH1 PSU Output Min (A),CH1 PSU Output Max (A)
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)17:43:35,0.0,6.079199999999999,3.409,7.0
17:43:36,2.469,7.007599999999999,7.007,7.008
17:43:37,2.471,7.0062,7.006,7.007
17:43:38,CH1 PSU Output (V),CH1 PSU Output Avg (A),CH1 PSU Output Min (A),CH1 PSU Output Max (A)
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)22:21:26,0.0,0.0248,0.0,0.036
22:21:27,33.916,0.027200000000000002,0.027,0.028
22:21:28,33.985,0.027000000000000003,0.027,0.027
22:21:29,33.985,0.020200000000000003,0.012,0.027
22:21:30,33.986,0.026600000000000002,0.023,0.029
22:21:31,33.985,0.029599999999999998,0.029,0.03
22:21:32,33.985,0.03,0.03,0.03
22:21:33,33.985,0.03,0.03,0.03
22:21:34,33.985,0.03,0.03,0.03
22:21:35,33.985,0.03,0.03,0.03
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)22:21:37,
