CH1 PSU Output (V),CH1 PSU Output Avg (A),CH1 PSU Output Min (A),CH1 PSU Output Max (A)
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:0:0,0.0,0.1486,0.122,0.157
21:0:1,33.971,0.1574,0.157,0.158
21:0:2,34.001,0.1578,0.157,0.158
21:0:3,34.001,0.158,0.158,0.158
21:0:4,34.001,0.15760000000000002,0.157,0.158
21:0:5,34.002,0.15760000000000002,0.157,0.158
21:0:6,34.001,0.1572,0.157,0.158
21:0:7,34.0,0.157,0.156,0.158
21:0:8,34.001,0.1574,0.157,0.158
21:0:9,34.002,0.1572,0.157,0.158
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:0:10,34.002,0.1574,0.157,0.158
21:0:11,33.996,0.15760000000000002,0.157,0.158
21:0:12,33.996,0.157,0.157,0.157
21:0:13,33.996,0.1572,0.157,0.158
21:0:14,33.996,0.1578,0.157,0.158
21:0:15,33.996,0.1572,0.157,0.158
21:0:16,33.996,0.1572,0.157,0.158
21:0:17,33.996,0.1572,0.157,0.158
21:0:18,33.996,0.1572,0.157,0.158
21:0:19,33.995,0.1574,0.157,0.158
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:0:20,33.995,0.1572,0.157,0.158
21:0:21,33.997,0.1572,0.157,0.158
21:0:22,33.997,0.1574,0.157,0.158
21:0:23,33.998,0.15760000000000002,0.157,0.158
21:0:24,33.996,0.15760000000000002,0.157,0.158
21:0:25,33.997,0.1572,0.157,0.158
21:0:26,33.997,0.1574,0.157,0.158
21:0:27,33.997,0.157,0.157,0.157
21:0:28,33.996,0.1574,0.157,0.158
21:0:29,33.998,0.158,0.158,0.158
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:0:30,33.998,0.157,0.156,0.158
21:0:31,33.998,0.15760000000000002,0.157,0.158
21:0:32,33.998,0.1578,0.157,0.158
21:0:33,33.998,0.1572,0.157,0.158
21:0:34,33.998,0.1574,0.157,0.158
21:0:36,33.999,0.15760000000000002,0.157,0.158
21:0:37,33.997,0.157,0.157,0.157
21:0:38,33.998,0.1572,0.157,0.158
21:0:39,33.998,0.1572,0.157,0.158
21:0:40,33.998,0.1572,0.157,0.158
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:0:41,33.997,0.1564,0.154,0.158
21:0:42,33.997,0.1572,0.157,0.158
21:0:43,33.997,0.1572,0.157,0.158
21:0:44,33.998,0.1574,0.157,0.158
21:0:45,33.997,0.1574,0.157,0.158
21:0:46,33.997,0.1574,0.157,0.158
21:0:47,33.997,0.15760000000000002,0.157,0.158
21:0:48,CH1 PSU Output (V),CH1 PSU Output Avg (A),CH1 PSU Output Min (A),CH1 PSU Output Max (A)
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:15:49,0.0,1.3841999999999999,0.66,1.641
21:15:50,33.946,1.6454,1.644,1.646
21:15:51,34.002,1.645,1.645,1.645
21:15:52,34.002,1.6451999999999998,1.645,1.646
21:15:53,34.002,1.6452000000000002,1.645,1.646
21:15:54,34.002,1.645,1.645,1.645
21:15:55,34.002,1.645,1.645,1.645
21:15:56,34.002,1.645,1.645,1.645
21:15:57,
