CH1 PSU Output (V),CH1 PSU Output Avg (A),CH1 PSU Output Min (A),CH1 PSU Output Max (A)
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)22:8:0,0.0,2.1204,0.701,2.614
22:8:1,33.913,2.6194,2.618,2.62
22:8:2,33.981,2.62,2.62,2.62
22:8:3,33.982,2.62,2.62,2.62
22:8:4,33.982,2.62,2.62,2.62
22:8:5,33.981,2.62,2.62,2.62
22:8:6,33.982,2.62,2.62,2.62
22:8:7,33.981,2.62,2.62,2.62
22:8:8,33.981,2.62,2.62,2.62
22:8:9,33.981,2.6201999999999996,2.62,2.621
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)22:8:10,33.982,2.6222,2.621,2.627
22:8:11,33.967,2.6158,2.613,2.619
22:8:13,33.995,2.62,2.618,2.621
22:8:14,33.976,2.621,2.621,2.621
22:8:15,33.976,2.621,2.621,2.621
22:8:16,33.977,2.621,2.621,2.621
22:8:17,33.976,2.621,2.621,2.621
22:8:18,33.977,2.6216,2.621,2.622
22:8:19,33.978,2.6214,2.621,2.622
22:8:20,33.978,2.622,2.622,2.622
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)22:8:21,33.977,2.6248,2.622,2.633
22:8:22,33.97,2.62,2.616,2.622
22:8:23,33.995,2.6231999999999998,2.621,2.626
22:8:24,33.992,2.6212,2.621,2.622
22:8:25,33.989,2.622,2.622,2.622
22:8:26,33.987,2.622,2.622,2.622
22:8:27,33.986,2.622,2.622,2.622
22:8:28,33.986,2.622,2.622,2.622
22:8:29,33.985,2.622,2.622,2.622
22:8:30,33.987,2.622,2.622,2.622
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)22:8:31,33.986,2.6302,2.623,2.651
22:8:32,33.963,2.619,2.615,2.623
22:8:33,33.995,2.6186,2.612,2.621
22:8:34,33.995,2.6218,2.621,2.622
22:8:35,33.994,2.622,2.622,2.622
22:8:36,33.992,2.622,2.622,2.622
