CH1 PSU Output (V),CH1 PSU Output Avg (A),CH1 PSU Output Min (A),CH1 PSU Output Max (A)
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:19:15,0.0,1.213,0.0,1.639
21:19:16,33.936,1.6445999999999998,1.643,1.645
21:19:17,34.003,1.645,1.645,1.645
21:19:18,34.003,1.645,1.645,1.645
21:19:19,34.004,1.645,1.645,1.645
21:19:20,34.003,1.645,1.645,1.645
21:19:21,34.003,1.645,1.645,1.645
21:19:22,34.003,1.6451999999999998,1.645,1.646
21:19:23,34.004,1.645,1.645,1.645
21:19:24,34.003,1.645,1.645,1.645
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:19:25,34.003,1.6466,1.646,1.647
21:19:26,33.995,1.6460000000000001,1.646,1.646
21:19:27,33.997,1.6460000000000001,1.646,1.646
21:19:28,33.996,1.6460000000000001,1.646,1.646
21:19:29,33.997,1.6460000000000001,1.646,1.646
21:19:31,33.997,1.6458,1.645,1.646
21:19:32,33.997,1.6460000000000001,1.646,1.646
21:19:33,33.996,1.6460000000000001,1.646,1.646
21:19:34,33.997,1.6460000000000001,1.645,1.647
21:19:35,33.996,1.6460000000000001,1.646,1.646
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:19:36,33.996,1.6466,1.646,1.647
21:19:37,33.997,1.6460000000000001,1.646,1.646
21:19:38,33.998,1.6460000000000001,1.646,1.646
21:19:39,33.998,1.6460000000000001,1.646,1.646
21:19:40,33.999,1.6460000000000001,1.646,1.646
21:19:41,33.998,1.6460000000000001,1.646,1.646
21:19:42,33.999,1.6460000000000001,1.646,1.646
21:19:43,33.999,1.6460000000000001,1.646,1.646
21:19:44,33.999,1.6460000000000001,1.646,1.646
21:19:45,33.999,1.6460000000000001,1.646,1.646
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:19:46,33.998,1.6469999999999998,1.647,1.647
21:19:47,33.995,1.6460000000000001,1.646,1.646
21:19:48,33.997,1.6460000000000001,1.646,1.646
21:19:49,33.997,1.6460000000000001,1.646,1.646
21:19:50,33.996,1.6461999999999999,1.646,1.647
21:19:51,33.997,1.6460000000000001,1.646,1.646
21:19:52,33.997,1.6460000000000001,1.646,1.646
21:19:53,33.996,1.6460000000000001,1.646,1.646
21:19:54,33.996,1.6460000000000001,1.646,1.646
21:19:55,33.996,1.6460000000000001,1.646,1.646
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:19:56,33.996,1.6468,1.646,1.648
21:19:57,33.997,1.6463999999999999,1.646,1.647
21:19:58,33.997,1.6460000000000001,1.646,1.646
21:19:59,33.998,1.6460000000000001,1.646,1.646
21:20:0,33.997,1.6460000000000001,1.646,1.646
21:20:1,33.996,1.6460000000000001,1.646,1.646
21:20:2,33.997,1.6463999999999999,1.646,1.647
21:20:3,33.997,1.6460000000000001,1.646,1.646
21:20:4,33.996,1.6461999999999999,1.646,1.647
21:20:5,33.997,1.6460000000000001,1.646,1.646
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:20:6,33.997,1.6472000000000002,1.646,1.648
21:20:7,33.996,1.6466,1.646,1.647
21:20:8,33.996,1.6460000000000001,1.646,1.646
21:20:9,33.996,1.6463999999999999,1.646,1.647
21:20:10,33.997,1.6463999999999999,1.646,1.647
21:20:11,33.996,1.6461999999999999,1.646,1.647
21:20:12,33.997,1.6461999999999999,1.646,1.647
21:20:13,33.997,1.6461999999999999,1.646,1.647
21:20:14,33.996,1.6461999999999999,1.646,1.647
21:20:15,33.996,1.6463999999999999,1.646,1.647
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:20:16,33.995,1.6469999999999998,1.647,1.647
21:20:17,33.997,1.6461999999999999,1.646,1.647
21:20:18,34.0,1.6461999999999999,1.646,1.647
21:20:19,33.999,1.6461999999999999,1.646,1.647
21:20:20,33.998,1.6466,1.646,1.647
21:20:21,34.0,1.6460000000000001,1.646,1.646
21:20:22,34.0,1.6460000000000001,1.646,1.646
21:20:23,33.999,1.6466,1.646,1.647
21:20:24,33.998,1.6461999999999999,1.646,1.647
21:20:25,33.999,1.6460000000000001,1.646,1.646
PSU Output (V),PSU Output Avg (A),PSU Output Min (A),PSU Output Max (A)21:20:26,33.998,1.6474,1.647,1.648
21:20:27,33.995,1.6468,1.646,1.647
21:20:28,33.996,1.6466,1.646,1.647
21:20:29,33.997,1.6461999999999999,1.646,1.647
21:20:30,33.997,1.6461999999999999,1.646,1.647
21:20:31,33.996,1.6463999999999999,1.646,1.647
21:20:32,33.996,1.6468,1.646,1.647
21:20:34,33.997,1.6461999999999999,1.646,1.647
21:20:35,33.997,1.6466,1.646,1.647
21:20:36,33.997,1.6460000000000001,1.646,1.646
